query_date,update_date,index_code,index_name,baostock_code,symbol,stock_name,source
2019-01-31,2019-01-28,000300,CSI 300,sh.600023,600023.SS,浙能电力,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600025,600025.SS,华能水电,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600027,600027.SS,华电国际,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600028,600028.SS,中国石化,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600029,600029.SS,南方航空,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600030,600030.SS,中信证券,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600031,600031.SS,三一重工,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600036,600036.SS,招商银行,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600038,600038.SS,中直股份,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600048,600048.SS,保利地产,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600050,600050.SS,中国联通,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600061,600061.SS,国投资本,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600066,600066.SS,宇通客车,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600068,600068.SS,葛洲坝,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600085,600085.SS,同仁堂,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600089,600089.SS,特变电工,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600100,600100.SS,同方股份,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600104,600104.SS,上汽集团,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600109,600109.SS,国金证券,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600111,600111.SS,北方稀土,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600115,600115.SS,东方航空,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600118,600118.SS,中国卫星,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600153,600153.SS,建发股份,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600157,600157.SS,永泰能源,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600170,600170.SS,上海建工,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600176,600176.SS,中国巨石,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600177,600177.SS,雅戈尔,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600188,600188.SS,兖州煤业,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600196,600196.SS,复星医药,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600208,600208.SS,新湖中宝,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600219,600219.SS,南山铝业,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600221,600221.SS,海航控股,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600233,600233.SS,圆通速递,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600271,600271.SS,航天信息,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600276,600276.SS,恒瑞医药,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600297,600297.SS,广汇汽车,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600309,600309.SS,万华化学,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600332,600332.SS,白云山,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600339,600339.SS,中油工程,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600340,600340.SS,华夏幸福,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600346,600346.SS,恒力股份,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600352,600352.SS,浙江龙盛,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600362,600362.SS,江西铜业,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600369,600369.SS,西南证券,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600372,600372.SS,中航电子,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600383,600383.SS,金地集团,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600390,600390.SS,五矿资本,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600398,600398.SS,海澜之家,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600406,600406.SS,国电南瑞,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600415,600415.SS,小商品城,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600436,600436.SS,片仔癀,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600438,600438.SS,通威股份,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600482,600482.SS,中国动力,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600487,600487.SS,亨通光电,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600489,600489.SS,中金黄金,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600498,600498.SS,烽火通信,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600516,600516.SS,方大炭素,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600518,600518.SS,康美药业,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600519,600519.SS,贵州茅台,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600522,600522.SS,中天科技,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600535,600535.SS,天士力,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600547,600547.SS,山东黄金,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600549,600549.SS,厦门钨业,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600566,600566.SS,济川药业,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600570,600570.SS,恒生电子,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600583,600583.SS,海油工程,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600585,600585.SS,海螺水泥,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600588,600588.SS,用友网络,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600606,600606.SS,绿地控股,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600637,600637.SS,东方明珠,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600660,600660.SS,福耀玻璃,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600674,600674.SS,川投能源,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600688,600688.SS,上海石化,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600690,600690.SS,青岛海尔,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600703,600703.SS,三安光电,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600704,600704.SS,物产中大,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600705,600705.SS,中航资本,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600739,600739.SS,辽宁成大,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600741,600741.SS,华域汽车,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600760,600760.SS,中航沈飞,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600795,600795.SS,国电电力,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600809,600809.SS,山西汾酒,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600816,600816.SS,安信信托,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600837,600837.SS,海通证券,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600867,600867.SS,通化东宝,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600886,600886.SS,国投电力,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600887,600887.SS,伊利股份,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600893,600893.SS,航发动力,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600900,600900.SS,长江电力,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600909,600909.SS,华安证券,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600919,600919.SS,江苏银行,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600926,600926.SS,杭州银行,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600958,600958.SS,东方证券,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600977,600977.SS,中国电影,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600998,600998.SS,九州通,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.600999,600999.SS,招商证券,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601006,601006.SS,大秦铁路,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601009,601009.SS,南京银行,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601012,601012.SS,隆基股份,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601018,601018.SS,宁波港,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601021,601021.SS,春秋航空,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601066,601066.SS,中信建投,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601088,601088.SS,中国神华,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601108,601108.SS,财通证券,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601111,601111.SS,中国国航,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601117,601117.SS,中国化学,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601138,601138.SS,工业富联,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601155,601155.SS,新城控股,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601166,601166.SS,兴业银行,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601169,601169.SS,北京银行,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601186,601186.SS,中国铁建,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601198,601198.SS,东兴证券,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601211,601211.SS,国泰君安,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601212,601212.SS,白银有色,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601216,601216.SS,君正集团,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601225,601225.SS,陕西煤业,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601228,601228.SS,广州港,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601229,601229.SS,上海银行,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601238,601238.SS,广汽集团,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601288,601288.SS,农业银行,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601318,601318.SS,中国平安,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601328,601328.SS,交通银行,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601333,601333.SS,广深铁路,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601336,601336.SS,新华保险,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601360,601360.SS,三六零,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601377,601377.SS,兴业证券,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601390,601390.SS,中国中铁,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601398,601398.SS,工商银行,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601555,601555.SS,东吴证券,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601600,601600.SS,中国铝业,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601601,601601.SS,中国太保,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601607,601607.SS,上海医药,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601611,601611.SS,中国核建,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601618,601618.SS,中国中冶,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601628,601628.SS,中国人寿,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601633,601633.SS,长城汽车,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601668,601668.SS,中国建筑,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601669,601669.SS,中国电建,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601688,601688.SS,华泰证券,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601727,601727.SS,上海电气,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601766,601766.SS,中国中车,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601788,601788.SS,光大证券,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601800,601800.SS,中国交建,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601808,601808.SS,中海油服,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601818,601818.SS,光大银行,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601828,601828.SS,美凯龙,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601838,601838.SS,成都银行,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601857,601857.SS,中国石油,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601877,601877.SS,正泰电器,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601878,601878.SS,浙商证券,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601881,601881.SS,中国银河,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601888,601888.SS,中国国旅,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601898,601898.SS,中煤能源,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601899,601899.SS,紫金矿业,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601901,601901.SS,方正证券,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601919,601919.SS,中远海控,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601933,601933.SS,永辉超市,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601939,601939.SS,建设银行,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601985,601985.SS,中国核电,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601988,601988.SS,中国银行,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601989,601989.SS,中国重工,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601991,601991.SS,大唐发电,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601992,601992.SS,金隅集团,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601997,601997.SS,贵阳银行,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.601998,601998.SS,中信银行,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.603156,603156.SS,养元饮品,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.603160,603160.SS,汇顶科技,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.603259,603259.SS,药明康德,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.603260,603260.SS,合盛硅业,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.603288,603288.SS,海天味业,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.603799,603799.SS,华友钴业,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.603833,603833.SS,欧派家居,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.603858,603858.SS,步长制药,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.603986,603986.SS,兆易创新,baostock
2019-01-31,2019-01-28,000300,CSI 300,sh.603993,603993.SS,洛阳钼业,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000001,000001.SZ,平安银行,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000002,000002.SZ,万科A,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000063,000063.SZ,中兴通讯,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000069,000069.SZ,华侨城A,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000100,000100.SZ,TCL集团,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000157,000157.SZ,中联重科,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000166,000166.SZ,申万宏源,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000333,000333.SZ,美的集团,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000338,000338.SZ,潍柴动力,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000402,000402.SZ,金融街,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000408,000408.SZ,藏格控股,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000413,000413.SZ,东旭光电,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000415,000415.SZ,渤海租赁,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000423,000423.SZ,东阿阿胶,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000425,000425.SZ,徐工机械,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000503,000503.SZ,国新健康,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000538,000538.SZ,云南白药,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000553,000553.SZ,安道麦A,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000568,000568.SZ,泸州老窖,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000625,000625.SZ,长安汽车,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000627,000627.SZ,天茂集团,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000630,000630.SZ,铜陵有色,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000651,000651.SZ,格力电器,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000661,000661.SZ,长春高新,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000671,000671.SZ,阳光城,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000703,000703.SZ,恒逸石化,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000709,000709.SZ,河钢股份,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000725,000725.SZ,京东方A,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000728,000728.SZ,国元证券,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000768,000768.SZ,中航飞机,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000776,000776.SZ,广发证券,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000783,000783.SZ,长江证券,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000786,000786.SZ,北新建材,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000792,000792.SZ,盐湖股份,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000826,000826.SZ,启迪桑德,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000839,000839.SZ,中信国安,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000858,000858.SZ,五粮液,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000876,000876.SZ,新希望,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000895,000895.SZ,双汇发展,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000898,000898.SZ,鞍钢股份,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000938,000938.SZ,紫光股份,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000959,000959.SZ,首钢股份,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000961,000961.SZ,中南建设,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000963,000963.SZ,华东医药,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.000983,000983.SZ,西山煤电,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.001965,001965.SZ,招商公路,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.001979,001979.SZ,招商蛇口,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002001,002001.SZ,新和成,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002007,002007.SZ,华兰生物,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002008,002008.SZ,大族激光,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002024,002024.SZ,苏宁易购,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002027,002027.SZ,分众传媒,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002032,002032.SZ,苏泊尔,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002044,002044.SZ,美年健康,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002050,002050.SZ,三花智控,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002065,002065.SZ,东华软件,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002081,002081.SZ,金螳螂,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002085,002085.SZ,万丰奥威,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002120,002120.SZ,韵达股份,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002142,002142.SZ,宁波银行,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002146,002146.SZ,荣盛发展,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002153,002153.SZ,石基信息,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002179,002179.SZ,中航光电,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002202,002202.SZ,金风科技,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002230,002230.SZ,科大讯飞,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002236,002236.SZ,大华股份,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002241,002241.SZ,歌尔股份,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002252,002252.SZ,上海莱士,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002271,002271.SZ,东方雨虹,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002294,002294.SZ,信立泰,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002304,002304.SZ,洋河股份,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002310,002310.SZ,东方园林,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002311,002311.SZ,海大集团,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002352,002352.SZ,顺丰控股,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002411,002411.SZ,延安必康,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002415,002415.SZ,海康威视,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002422,002422.SZ,科伦药业,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002450,002450.SZ,ST康得新,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002456,002456.SZ,欧菲科技,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002460,002460.SZ,赣锋锂业,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002466,002466.SZ,天齐锂业,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002468,002468.SZ,申通快递,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002475,002475.SZ,立讯精密,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002493,002493.SZ,荣盛石化,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002508,002508.SZ,老板电器,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002555,002555.SZ,三七互娱,baostock
2019-01-31,2019-01-28,000300,CSI 300,sz.002558,002558.SZ,巨人网络,baostock
